Subject,Topic,Difficulty,Estimated_Time,Prerequisite,Skill_Level,Recommended_Resource
Sociology,Mastering Social Structure,Advanced,120,Interview Questions on Social Structure,5,Interactive Lab
Sociology,Introduction to Social Institutions,Beginner,29,Mastering Social Structure,2,Quiz
Sociology,Fundamentals of Social Institutions,Beginner,26,Introduction to Social Institutions,1,PDF Notes
Sociology,Quick Revision of Social Institutions,Beginner,23,Fundamentals of Social Institutions,2,PDF Notes
Sociology,Essential Terminology of Social Institutions,Beginner,17,Quick Revision of Social Institutions,2,Video
Sociology,Social Institutions: Core Concepts,Intermediate,51,Essential Terminology of Social Institutions,3,Case Study
Sociology,Social Institutions: Practical Applications,Intermediate,53,Social Institutions: Core Concepts,4,Quiz
Sociology,Problem Solving using Social Institutions,Intermediate,45,Social Institutions: Practical Applications,3,Case Study
Sociology,Common Mistakes in Social Institutions,Intermediate,48,Problem Solving using Social Institutions,3,Quiz
Sociology,Hands-on Practice for Social Institutions,Intermediate,55,Common Mistakes in Social Institutions,3,Practice Problems
Sociology,Advanced Social Institutions Techniques,Advanced,81,Hands-on Practice for Social Institutions,5,Interactive Lab
Sociology,Social Institutions: Case Study & Project Work,Advanced,119,Advanced Social Institutions Techniques,4,Case Study
Sociology,Mini Project on Social Institutions,Advanced,109,Social Institutions: Case Study & Project Work,5,Practice Problems
Sociology,Real-world Applications of Social Institutions,Advanced,72,Mini Project on Social Institutions,4,Interactive Lab
Sociology,Interview Questions on Social Institutions,Advanced,99,Real-world Applications of Social Institutions,4,Interactive Lab
Sociology,Mastering Social Institutions,Advanced,116,Interview Questions on Social Institutions,5,Case Study
Sociology,Introduction to Social Change,Beginner,17,Mastering Social Institutions,2,PDF Notes
Sociology,Fundamentals of Social Change,Beginner,29,Introduction to Social Change,1,Video
Sociology,Quick Revision of Social Change,Beginner,30,Fundamentals of Social Change,1,Video
Sociology,Essential Terminology of Social Change,Beginner,15,Quick Revision of Social Change,1,PDF Notes
Sociology,Social Change: Core Concepts,Intermediate,52,Essential Terminology of Social Change,4,Video
Sociology,Social Change: Practical Applications,Intermediate,44,Social Change: Core Concepts,3,Practice Problems
Sociology,Problem Solving using Social Change,Intermediate,54,Social Change: Practical Applications,2,Case Study
Sociology,Common Mistakes in Social Change,Intermediate,36,Problem Solving using Social Change,2,Practice Problems
Sociology,Hands-on Practice for Social Change,Intermediate,46,Common Mistakes in Social Change,2,Case Study
Sociology,Advanced Social Change Techniques,Advanced,115,Hands-on Practice for Social Change,5,Practice Problems
Sociology,Social Change: Case Study & Project Work,Advanced,72,Advanced Social Change Techniques,5,Practice Problems
Sociology,Mini Project on Social Change,Advanced,74,Social Change: Case Study & Project Work,5,Interactive Lab
Sociology,Real-world Applications of Social Change,Advanced,63,Mini Project on Social Change,5,Mini Project
Sociology,Interview Questions on Social Change,Advanced,87,Real-world Applications of Social Change,5,Mini Project
Sociology,Mastering Social Change,Advanced,116,Interview Questions on Social Change,4,Mini Project
Sociology,Introduction to Research Methods in Sociology,Beginner,24,Mastering Social Change,1,Quiz
Sociology,Fundamentals of Research Methods in Sociology,Beginner,24,Introduction to Research Methods in Sociology,2,PDF Notes
Sociology,Quick Revision of Research Methods in Sociology,Beginner,26,Fundamentals of Research Methods in Sociology,2,Quiz
Sociology,Essential Terminology of Research Methods in Sociology,Beginner,24,Quick Revision of Research Methods in Sociology,2,Video
Sociology,Research Methods in Sociology: Core Concepts,Intermediate,52,Essential Terminology of Research Methods in Sociology,2,Quiz
Sociology,Research Methods in Sociology: Practical Applications,Intermediate,49,Research Methods in Sociology: Core Concepts,4,Quiz
Sociology,Problem Solving using Research Methods in Sociology,Intermediate,47,Research Methods in Sociology: Practical Applications,2,Video
Sociology,Common Mistakes in Research Methods in Sociology,Intermediate,35,Problem Solving using Research Methods in Sociology,3,Practice Problems
Sociology,Hands-on Practice for Research Methods in Sociology,Intermediate,53,Common Mistakes in Research Methods in Sociology,3,Case Study
Sociology,Advanced Research Methods in Sociology Techniques,Advanced,87,Hands-on Practice for Research Methods in Sociology,4,Interactive Lab
Sociology,Research Methods in Sociology: Case Study & Project Work,Advanced,109,Advanced Research Methods in Sociology Techniques,4,Mini Project
Sociology,Mini Project on Research Methods in Sociology,Advanced,120,Research Methods in Sociology: Case Study & Project Work,5,Interactive Lab
Sociology,Real-world Applications of Research Methods in Sociology,Advanced,109,Mini Project on Research Methods in Sociology,4,Mini Project
Sociology,Interview Questions on Research Methods in Sociology,Advanced,102,Real-world Applications of Research Methods in Sociology,4,Mini Project
Sociology,Mastering Research Methods in Sociology,Advanced,74,Interview Questions on Research Methods in Sociology,4,Interactive Lab
Software Engineering,Introduction to SDLC Models,Beginner,19,None,1,PDF Notes
Software Engineering,Fundamentals of SDLC Models,Beginner,17,Introduction to SDLC Models,2,Video
Software Engineering,Quick Revision of SDLC Models,Beginner,20,Fundamentals of SDLC Models,1,Quiz
Software Engineering,Essential Terminology of SDLC Models,Beginner,21,Quick Revision of SDLC Models,1,Quiz
Software Engineering,SDLC Models: Core Concepts,Intermediate,57,Essential Terminology of SDLC Models,3,Video
Software Engineering,SDLC Models: Practical Applications,Intermediate,46,SDLC Models: Core Concepts,4,Practice Problems
Software Engineering,Problem Solving using SDLC Models,Intermediate,45,SDLC Models: Practical Applications,4,Case Study
Software Engineering,Common Mistakes in SDLC Models,Intermediate,44,Problem Solving using SDLC Models,3,Video
Software Engineering,Hands-on Practice for SDLC Models,Intermediate,43,Common Mistakes in SDLC Models,4,Quiz
Software Engineering,Advanced SDLC Models Techniques,Advanced,94,Hands-on Practice for SDLC Models,5,Interactive Lab
Software Engineering,SDLC Models: Case Study & Project Work,Advanced,101,Advanced SDLC Models Techniques,4,Interactive Lab
Software Engineering,Mini Project on SDLC Models,Advanced,65,SDLC Models: Case Study & Project Work,5,Interactive Lab
Software Engineering,Real-world Applications of SDLC Models,Advanced,76,Mini Project on SDLC Models,5,Practice Problems
Software Engineering,Interview Questions on SDLC Models,Advanced,116,Real-world Applications of SDLC Models,5,Interactive Lab
Software Engineering,Mastering SDLC Models,Advanced,96,Interview Questions on SDLC Models,4,Practice Problems
Software Engineering,Introduction to Requirements Engineering,Beginner,21,Mastering SDLC Models,1,PDF Notes
Software Engineering,Fundamentals of Requirements Engineering,Beginner,19,Introduction to Requirements Engineering,2,PDF Notes
Software Engineering,Quick Revision of Requirements Engineering,Beginner,25,Fundamentals of Requirements Engineering,1,Quiz
Software Engineering,Essential Terminology of Requirements Engineering,Beginner,29,Quick Revision of Requirements Engineering,2,Video
Software Engineering,Requirements Engineering: Core Concepts,Intermediate,35,Essential Terminology of Requirements Engineering,2,Video
Software Engineering,Requirements Engineering: Practical Applications,Intermediate,41,Requirements Engineering: Core Concepts,2,Video
Software Engineering,Problem Solving using Requirements Engineering,Intermediate,51,Requirements Engineering: Practical Applications,2,Case Study
Software Engineering,Common Mistakes in Requirements Engineering,Intermediate,43,Problem Solving using Requirements Engineering,4,Practice Problems
Software Engineering,Hands-on Practice for Requirements Engineering,Intermediate,40,Common Mistakes in Requirements Engineering,4,Video
Software Engineering,Advanced Requirements Engineering Techniques,Advanced,115,Hands-on Practice for Requirements Engineering,5,Practice Problems
Software Engineering,Requirements Engineering: Case Study & Project Work,Advanced,97,Advanced Requirements Engineering Techniques,4,Interactive Lab
Software Engineering,Mini Project on Requirements Engineering,Advanced,105,Requirements Engineering: Case Study & Project Work,5,Mini Project
Software Engineering,Real-world Applications of Requirements Engineering,Advanced,85,Mini Project on Requirements Engineering,4,Practice Problems
Software Engineering,Interview Questions on Requirements Engineering,Advanced,98,Real-world Applications of Requirements Engineering,5,Practice Problems
Software Engineering,Mastering Requirements Engineering,Advanced,67,Interview Questions on Requirements Engineering,4,Mini Project
Software Engineering,Introduction to Software Testing,Beginner,25,Mastering Requirements Engineering,1,Video
Software Engineering,Fundamentals of Software Testing,Beginner,27,Introduction to Software Testing,1,Quiz
Software Engineering,Quick Revision of Software Testing,Beginner,29,Fundamentals of Software Testing,2,Video
Software Engineering,Essential Terminology of Software Testing,Beginner,27,Quick Revision of Software Testing,1,Quiz
Software Engineering,Software Testing: Core Concepts,Intermediate,31,Essential Terminology of Software Testing,2,Case Study
Software Engineering,Software Testing: Practical Applications,Intermediate,30,Software Testing: Core Concepts,3,Case Study
Software Engineering,Problem Solving using Software Testing,Intermediate,48,Software Testing: Practical Applications,4,Quiz
Software Engineering,Common Mistakes in Software Testing,Intermediate,30,Problem Solving using Software Testing,3,Quiz
Software Engineering,Hands-on Practice for Software Testing,Intermediate,37,Common Mistakes in Software Testing,3,Quiz
Software Engineering,Advanced Software Testing Techniques,Advanced,76,Hands-on Practice for Software Testing,5,Interactive Lab
Software Engineering,Software Testing: Case Study & Project Work,Advanced,62,Advanced Software Testing Techniques,5,Mini Project
Software Engineering,Mini Project on Software Testing,Advanced,90,Software Testing: Case Study & Project Work,5,Case Study
Software Engineering,Real-world Applications of Software Testing,Advanced,118,Mini Project on Software Testing,5,Practice Problems
Software Engineering,Interview Questions on Software Testing,Advanced,120,Real-world Applications of Software Testing,4,Case Study
Software Engineering,Mastering Software Testing,Advanced,87,Interview Questions on Software Testing,4,Practice Problems
Software Engineering,Introduction to Agile Methodology,Beginner,23,Mastering Software Testing,2,Video
Software Engineering,Fundamentals of Agile Methodology,Beginner,18,Introduction to Agile Methodology,1,Video
Software Engineering,Quick Revision of Agile Methodology,Beginner,21,Fundamentals of Agile Methodology,1,PDF Notes
Software Engineering,Essential Terminology of Agile Methodology,Beginner,24,Quick Revision of Agile Methodology,1,PDF Notes
Software Engineering,Agile Methodology: Core Concepts,Intermediate,45,Essential Terminology of Agile Methodology,3,Practice Problems
Software Engineering,Agile Methodology: Practical Applications,Intermediate,48,Agile Methodology: Core Concepts,2,Quiz
Software Engineering,Problem Solving using Agile Methodology,Intermediate,54,Agile Methodology: Practical Applications,3,Case Study
Software Engineering,Common Mistakes in Agile Methodology,Intermediate,52,Problem Solving using Agile Methodology,2,Practice Problems
Software Engineering,Hands-on Practice for Agile Methodology,Intermediate,37,Common Mistakes in Agile Methodology,4,Video
Software Engineering,Advanced Agile Methodology Techniques,Advanced,104,Hands-on Practice for Agile Methodology,4,Practice Problems
Software Engineering,Agile Methodology: Case Study & Project Work,Advanced,81,Advanced Agile Methodology Techniques,5,Interactive Lab
Software Engineering,Mini Project on Agile Methodology,Advanced,79,Agile Methodology: Case Study & Project Work,5,Case Study
Software Engineering,Real-world Applications of Agile Methodology,Advanced,106,Mini Project on Agile Methodology,4,Case Study
Software Engineering,Interview Questions on Agile Methodology,Advanced,104,Real-world Applications of Agile Methodology,4,Mini Project
Software Engineering,Mastering Agile Methodology,Advanced,113,Interview Questions on Agile Methodology,5,Mini Project
Software Engineering,Introduction to Software Design,Beginner,18,Mastering Agile Methodology,2,Quiz
